disease,symptoms,description,precaution_1,precaution_2,precaution_3,precaution_4,precautions,severity_score,risk_level
aids,"['muscle_wasting', 'patches_in_throat', 'high_fever']","Acquired immunodeficiency syndrome (AIDS) is a chronic, potentially life-threatening condition caused by the human immunodeficiency virus (HIV). By damaging your immune system, HIV interferes with your body's ability to fight infection and disease.",avoid open cuts,wear ppe if possible,consult doctor,follow up,"['avoid open cuts', 'wear ppe if possible', 'consult doctor', 'follow up']",16,medium
diabetes,"['fatigue', 'weight_loss', 'restlessness', 'lethargy', 'irregular_sugar_level', 'blurred_and_distorted_vision', 'obesity', 'excessive_hunger', 'increased_appetite', 'polyuria']","Diabetes is a disease that occurs when your blood glucose, also called blood sugar, is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin, a hormone made by the pancreas, helps glucose from food get into your cells to be used for energy.",have balanced diet,exercise,consult doctor,follow up,"['have balanced diet', 'exercise', 'consult doctor', 'follow up']",41,high
diabetes,"['fatigue', 'weight_loss', 'restlessness', 'lethargy', 'irregular_sugar_level', 'blurred_and_distorted_vision', 'obesity', 'excessive_hunger', 'increased_appetite', 'polyuria']","Diabetes is a disease that occurs when your blood glucose, also called blood sugar, is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin, a hormone made by the pancreas, helps glucose from food get into your cells to be used for energy.",have balanced diet,exercise,consult doctor,follow up,"['have balanced diet', 'exercise', 'consult doctor', 'follow up']",41,high
diabetes,"['weight_loss', 'restlessness', 'lethargy', 'irregular_sugar_level', 'blurred_and_distorted_vision', 'obesity', 'excessive_hunger', 'increased_appetite', 'polyuria']","Diabetes is a disease that occurs when your blood glucose, also called blood sugar, is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin, a hormone made by the pancreas, helps glucose from food get into your cells to be used for energy.",have balanced diet,exercise,consult doctor,follow up,"['have balanced diet', 'exercise', 'consult doctor', 'follow up']",37,high
diabetes,"['fatigue', 'restlessness', 'lethargy', 'irregular_sugar_level', 'blurred_and_distorted_vision', 'obesity', 'excessive_hunger', 'increased_appetite', 'polyuria']","Diabetes is a disease that occurs when your blood glucose, also called blood sugar, is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin, a hormone made by the pancreas, helps glucose from food get into your cells to be used for energy.",have balanced diet,exercise,consult doctor,follow up,"['have balanced diet', 'exercise', 'consult doctor', 'follow up']",38,high
diabetes,"['fatigue', 'weight_loss', 'lethargy', 'irregular_sugar_level', 'blurred_and_distorted_vision', 'obesity', 'excessive_hunger', 'increased_appetite', 'polyuria']","Diabetes is a disease that occurs when your blood glucose, also called blood sugar, is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin, a hormone made by the pancreas, helps glucose from food get into your cells to be used for energy.",have balanced diet,exercise,consult doctor,follow up,"['have balanced diet', 'exercise', 'consult doctor', 'follow up']",36,high
diabetes,"['fatigue', 'weight_loss', 'restlessness', 'irregular_sugar_level', 'blurred_and_distorted_vision', 'obesity', 'excessive_hunger', 'increased_appetite', 'polyuria']","Diabetes is a disease that occurs when your blood glucose, also called blood sugar, is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin, a hormone made by the pancreas, helps glucose from food get into your cells to be used for energy.",have balanced diet,exercise,consult doctor,follow up,"['have balanced diet', 'exercise', 'consult doctor', 'follow up']",39,high
diabetes,"['fatigue', 'weight_loss', 'restlessness', 'lethargy', 'blurred_and_distorted_vision', 'obesity', 'excessive_hunger', 'increased_appetite', 'polyuria']","Diabetes is a disease that occurs when your blood glucose, also called blood sugar, is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin, a hormone made by the pancreas, helps glucose from food get into your cells to be used for energy.",have balanced diet,exercise,consult doctor,follow up,"['have balanced diet', 'exercise', 'consult doctor', 'follow up']",36,high
diabetes,"['fatigue', 'weight_loss', 'restlessness', 'lethargy', 'irregular_sugar_level', 'obesity', 'excessive_hunger', 'increased_appetite', 'polyuria']","Diabetes is a disease that occurs when your blood glucose, also called blood sugar, is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin, a hormone made by the pancreas, helps glucose from food get into your cells to be used for energy.",have balanced diet,exercise,consult doctor,follow up,"['have balanced diet', 'exercise', 'consult doctor', 'follow up']",36,high
diabetes,"['fatigue', 'weight_loss', 'restlessness', 'lethargy', 'irregular_sugar_level', 'blurred_and_distorted_vision', 'excessive_hunger', 'increased_appetite', 'polyuria']","Diabetes is a disease that occurs when your blood glucose, also called blood sugar, is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin, a hormone made by the pancreas, helps glucose from food get into your cells to be used for energy.",have balanced diet,exercise,consult doctor,follow up,"['have balanced diet', 'exercise', 'consult doctor', 'follow up']",37,high
diabetes,"['fatigue', 'weight_loss', 'restlessness', 'lethargy', 'irregular_sugar_level', 'blurred_and_distorted_vision', 'obesity', 'increased_appetite', 'polyuria']","Diabetes is a disease that occurs when your blood glucose, also called blood sugar, is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin, a hormone made by the pancreas, helps glucose from food get into your cells to be used for energy.",have balanced diet,exercise,consult doctor,follow up,"['have balanced diet', 'exercise', 'consult doctor', 'follow up']",37,high
gastroenteritis,"['vomiting', 'sunken_eyes', 'dehydration', 'diarrhoea']","Gastroenteritis is an inflammation of the digestive tract, particularly the stomach, and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea , abdominal cramps, nausea , and vomiting .",stop eating solid food for while,try taking small sips of water,rest,ease back into eating,"['stop eating solid food for while', 'try taking small sips of water', 'rest', 'ease back into eating']",18,medium
gastroenteritis,"['vomiting', 'sunken_eyes', 'dehydration', 'diarrhoea']","Gastroenteritis is an inflammation of the digestive tract, particularly the stomach, and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea , abdominal cramps, nausea , and vomiting .",stop eating solid food for while,try taking small sips of water,rest,ease back into eating,"['stop eating solid food for while', 'try taking small sips of water', 'rest', 'ease back into eating']",18,medium
gastroenteritis,"['sunken_eyes', 'dehydration', 'diarrhoea']","Gastroenteritis is an inflammation of the digestive tract, particularly the stomach, and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea , abdominal cramps, nausea , and vomiting .",stop eating solid food for while,try taking small sips of water,rest,ease back into eating,"['stop eating solid food for while', 'try taking small sips of water', 'rest', 'ease back into eating']",13,medium
gastroenteritis,"['vomiting', 'dehydration', 'diarrhoea']","Gastroenteritis is an inflammation of the digestive tract, particularly the stomach, and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea , abdominal cramps, nausea , and vomiting .",stop eating solid food for while,try taking small sips of water,rest,ease back into eating,"['stop eating solid food for while', 'try taking small sips of water', 'rest', 'ease back into eating']",15,medium
gastroenteritis,"['vomiting', 'sunken_eyes', 'diarrhoea']","Gastroenteritis is an inflammation of the digestive tract, particularly the stomach, and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea , abdominal cramps, nausea , and vomiting .",stop eating solid food for while,try taking small sips of water,rest,ease back into eating,"['stop eating solid food for while', 'try taking small sips of water', 'rest', 'ease back into eating']",14,medium
gastroenteritis,"['vomiting', 'sunken_eyes', 'dehydration']","Gastroenteritis is an inflammation of the digestive tract, particularly the stomach, and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea , abdominal cramps, nausea , and vomiting .",stop eating solid food for while,try taking small sips of water,rest,ease back into eating,"['stop eating solid food for while', 'try taking small sips of water', 'rest', 'ease back into eating']",12,medium
gastroenteritis,"['vomiting', 'sunken_eyes', 'dehydration', 'diarrhoea']","Gastroenteritis is an inflammation of the digestive tract, particularly the stomach, and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea , abdominal cramps, nausea , and vomiting .",stop eating solid food for while,try taking small sips of water,rest,ease back into eating,"['stop eating solid food for while', 'try taking small sips of water', 'rest', 'ease back into eating']",18,medium
